name,brand,opening_hours,lat,lon,city,state,warehouse_id,customer_id,segment,geofence_radius_m
Walmart Progreso,,,29.1440844,-110.9799237,Hermosillo,Sonora,CED002,0531790713,gold,150
Walmart,Walmart,,25.8594122,-97.5195236,Heroica Matamoros,Tamaulipas,CED002,0257982560,bronze,150
Walmart Reforma Huinala,Walmart,,25.7236045,-100.1642325,Fraccionamiento Mision de San Javier,Nuevo Leon,CED002,0721977509,bronze,150
Walmart,Walmart,,20.6572342,-101.3432144,Irapuato,Guanajuato,CED001,0765534141,gold,150
Walmart Supercenter,Walmart,,19.5159382,-98.8685193,Texcoco de Mora,Mexico,CED001,0229209730,bronze,150
Walmart,Walmart,,18.9328078,-99.2275323,Cuernavaca,Morelos,CED001,0478447121,silver,150
Walmart,Walmart,,18.9343885,-99.1965867,Colonia los Cerritos,Morelos,CED001,0147363008,bronze,150
Walmart,Walmart,,14.8742921,-92.2833104,Cebadilla 1ra. Seccion,Chiapas,CED003,0989572741,gold,150
Walmart,Walmart,,21.9662905,-98.9933711,Ciudad Valles,San Luis Potosi,CED001,0421266933,gold,150
Walmart Supercenter,Walmart,,21.3439694,-101.9458741,Lagos de Moreno,Jalisco,CED001,0358151994,bronze,150
Walmart Poniente,,,20.6289273,-100.4651105,Colinas de Santa Cruz Segunda Seccion,Queretaro,CED001,0415121605,gold,150
Walmart,Walmart,,20.5686805,-97.437351,Villa de las Flores,Veracruz,CED001,0961194818,gold,150
Walmart,Walmart,,20.9478096,-97.4334483,Alto Lucero,Veracruz,CED001,0899972784,bronze,150
Walmart Express,Walmart,Mo-Su 07:00-22:00,19.1817045,-99.5898311,San Andres Ocotlan,Morelos,CED001,0927146063,silver,150
Walmart,Walmart,,19.2134364,-96.1921704,Rio Medio [Granja],Veracruz,CED001,0799253644,silver,150
Walmart Express,Walmart,,20.6857445,-103.3956332,Guadalajara,Jalisco,CED001,0325784232,silver,150
Walmart Supercenter,Walmart,,20.7444311,-103.3876492,Zapopan,Jalisco,CED001,0414612886,silver,150
Walmart,Walmart,,32.5957582,-115.3608351,Puebla,Baja California,CED002,0933341119,gold,150
Walmart,Walmart,,20.0884977,-98.7191646,Colinas de Plata,Hidalgo,CED001,0892313063,silver,150
Walmart Supercenter,Walmart,Mo-Su 08:00-23:00,32.63368,-115.3850494,Islas Agrarias Grupo A,Baja California,CED002,0805523828,gold,150
Walmart Express,Walmart,,20.7089804,-103.4110818,Zapopan2,Jalisco,CED001,0395145143,gold,150
Walmart Express,,,19.3649564,-99.1894244,Alvaro Obregon,Mexico City,CED001,0698605219,silver,150
Walmart,Walmart,,25.5765728,-103.4143499,Torreon,Coahuila,CED002,0130649881,silver,150
Walmart,,,25.6449742,-100.1682408,Valle de Juarez,Nuevo Leon,CED002,0361740615,silver,150
Walmart,,,20.997099,-89.6739085,Caucel,Yucatan,CED003,0736828734,silver,150
Walmart Express,,,19.3024715,-99.2070618,Magdalena Contreras,Mexico City,CED001,0089328691,bronze,150
Walmart fundidores Lopez mateos,Walmart,,25.733662,-100.2461405,San Nicolas de los Garza,Nuevo Leon,CED002,0106448130,bronze,150
Walmart,Walmart,"Mo-Su,PH 07:00-23:00",20.6703019,-87.064092,Playa del Carmen,Quintana Roo,CED003,0946784958,bronze,150
Walmart Supercenter,Walmart,,19.6771221,-103.4762453,Ciudad Guzman,Jalisco,CED001,0882414006,silver,150
Walmart Supercenter,Walmart,,29.3192884,-100.9556492,Ciudad Acuna,Coahuila,CED002,0378572630,bronze,150
Walmart Express,Walmart,,21.1596119,-86.8197395,Cancun,Quintana Roo,CED003,0507223291,silver,150
Walmart,Walmart,,25.8071194,-100.22328,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,CED002,0420466879,silver,150
Walmart Express,Walmart,,21.1121062,-86.8413163,Alfredo V. Bonfil,Quintana Roo,CED003,0675994177,gold,150
Walmart,Walmart,,25.6453693,-100.1681501,Valle de Juarez,Nuevo Leon,CED002,0232319777,bronze,150
Walmart Supercenter,Walmart,,31.6722874,-106.3863173,Socorro,Texas,Unknown,0515688620,silver,150
Walmart Express,Walmart,,21.0013614,-89.5931361,Merida,Yucatan,CED003,0079708737,bronze,150
Walmart,,,20.7133495,-100.4469401,Santa Rosa Jauregui,Queretaro,CED001,0501639053,bronze,150
Walmart,Walmart,,19.0562996,-98.1601438,Casa Blanca,Puebla,CED001,0800847123,silver,150
Walmart,Walmart,,19.068167,-98.1746352,Puebla,Puebla,CED001,0201983847,silver,150
Walmart Express,Walmart,,18.9834761,-98.1950896,18 de Marzo,Puebla,CED001,0383159463,gold,150
Walmart,Walmart,,19.0194063,-98.198253,Puebla,Puebla,CED001,0203995178,bronze,150
Walmart,Walmart,,18.9865291,-98.2398805,El Capulo (La Quebradora),Puebla,CED001,0543137283,bronze,150
Walmart,Walmart,,18.99726,-98.2790175,Santa Clara,Puebla,CED001,0013147891,bronze,150
Walmart Express,Walmart,,19.0496416,-98.2481638,Santiago Momoxpan,Puebla,CED001,0325419297,bronze,150
Walmart,Walmart,,25.8669084,-97.4762507,Heroica Matamoros,Tamaulipas,CED002,0775510629,silver,150
Walmart Express,Walmart,,19.3182206,-99.2111505,Magdalena Contreras,Mexico City,CED001,0630314458,gold,150
Walmart Express,Walmart,,19.4068446,-99.2391052,Col. Bosques de las Lomas,Mexico City,CED001,0869030283,silver,150
Walmart,Walmart,,32.6212346,-115.506706,Vinas del Sol,Baja California,CED002,0626116320,bronze,150
Walmart,Walmart,,18.1024748,-96.1336721,Tuxtepec,Oaxaca,CED003,0125458180,silver,150
Walmart,Walmart,,25.780021,-100.2147237,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,CED002,0925292992,bronze,150
Walmart,Walmart,,20.9864077,-89.6161048,Merida,Yucatan,CED003,0504532306,gold,150
Walmart Centro de Distribucion,,,28.8437891,-106.1946372,Chihuahua,Chihuahua,CED002,0610951364,silver,150
Walmart Supercenter,Walmart,,22.1096145,-100.8923382,La Pila,San Luis Potosi,CED001,0150793940,silver,150
Walmart Tecomán,,,18.9321498,-103.8896985,Tecoman,Colima,CED001,0044677227,bronze,150
Walmart,Walmart,,31.3080925,-113.521563,Puerto Penasco,Sonora,CED002,0688958556,gold,150
Walmart Express,Walmart,,19.407113,-99.2386439,Col. Bosques de las Lomas,Mexico City,CED001,0099379460,bronze,150
Walmart Supercenter,Walmart,,32.5756063,-116.617677,Tecate,Baja California,CED002,0989002278,silver,150
Walmart Supercenter,Walmart,,22.8893504,-109.9090489,Cabo San Lucas,Baja California Sur,CED002,0913875489,silver,150
Walmart,Walmart,,29.1265335,-111.0218091,Hermosillo,Sonora,CED002,0217432043,bronze,150
Liverpool,,,20.6340511,-105.2291159,Puerto Vallarta,Jalisco,CED001,0445074263,bronze,150
Cerrada Liverpool,,,29.1270169,-110.9462898,Hermosillo,Sonora,CED002,0450934351,bronze,150
Avenida Liverpool,,,29.0771309,-110.9661511,Hermosillo,Sonora,CED002,0250790872,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.4336921,-99.1826966,Miguel Hidalgo,Mexico City,CED001,0367060679,bronze,150
Calle Liverpool,,,19.3294294,-98.237287,Acxotla del Rio,Tlaxcala,CED001,0818133310,silver,150
Liverpool Polanco,,,19.4345569,-99.1830655,Miguel Hidalgo,Mexico City,CED001,0242121511,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.4033557,-99.15491,Benito Juarez,Mexico City,CED001,0117276853,silver,150
Boulevard Liverpool,,,32.6303531,-115.5006083,Vinas del Sol,Baja California,CED002,0632598936,bronze,150
Boulevard Liverpool,,,32.6303794,-115.5005343,Mexicali,Baja California,CED002,0768047558,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.1398249,-94.4669401,Coatzacoalcos,Veracruz,CED001,0240999096,bronze,150
Privada Liverpool,,,19.3292606,-98.2372348,Acxotla del Rio,Tlaxcala,CED001,0390282768,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.140154,-94.4878006,Puerto Esmeralda,Veracruz,CED001,0876212077,silver,150
Avenida Liverpool,,,25.7943939,-109.0272633,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0220453176,bronze,150
Calle Puerto Liverpool,,,20.6174009,-103.2868513,Tlaquepaque,Jalisco,CED001,0031844365,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.540156,-96.906688,Xalapa de Enriquez,Veracruz,CED001,0944051600,silver,150
Liverpool,,,25.6154049,-100.2879382,Monterrey,Nuevo Leon,CED002,0757013814,silver,150
Puerto Liverpool,,,25.6508915,-100.2832705,Guadalupe,Nuevo Leon,CED002,0546926678,bronze,150
Privada Liverpool,,,25.6931267,-100.3772692,Garza Garcia,Nuevo Leon,CED002,0252413618,silver,150
Privada Liverpool,,,25.737226,-100.3926713,Mitras Poniente,Nuevo Leon,CED002,0898911630,silver,150
Liverpool,,,25.6142708,-100.2861872,Monterrey,Nuevo Leon,CED002,0933350212,gold,150
Liverpool,,,25.7112094,-100.1997551,Fraccionamiento Mision de San Javier,Nuevo Leon,CED002,0909730446,gold,150
Colinas de Liverpool,,,25.6928308,-100.3772331,Garza Garcia,Nuevo Leon,CED002,0822677604,gold,150
Calle Liverpool,,,27.488074,-109.9590103,Ciudad Obregon,Sonora,CED002,0718689134,silver,150
Calle Liverpool,,,27.4880161,-109.96173,Ciudad Obregon,Sonora,CED002,0865215848,gold,150
Liverpool,Liverpool,Mo-Su 10:00-21:00,16.754914,-93.1494238,Tuxtla Gutierrez,Chiapas,CED003,0615110808,bronze,150
Calle Liverpool,,,19.6916338,-101.1480191,Puerto de Buenavista (Lazaro Cardenas),Michoacan,CED001,0323220095,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,23.7744799,-99.136104,Ciudad Victoria,Tamaulipas,CED002,0786878832,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,24.035191,-104.6498291,Victoria de Durango,Durango,CED002,0037226600,silver,150
Liverpool,,Mo-Su 11:00-21:00,29.0876969,-110.9633679,Hermosillo,Sonora,CED002,0572620561,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,25.7825994,-109.0044755,Los Mochis,Sinaloa,CED002,0801752582,bronze,150
Liverpool Monterrey Centro,,,25.6656796,-100.3150395,Monterrey,Nuevo Leon,CED002,0133964732,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,21.0397512,-89.6302296,Merida,Yucatan,CED003,0030567608,bronze,150
Liverpool,,Mo-Su 11:00-21:00,21.8508856,-102.2935976,Aguascalientes,Aguascalientes,CED001,0899506719,gold,150
Edificio Liverpool,,,19.4311935,-99.1331743,Mexico City,Mexico City,CED001,0789688422,bronze,150
Calle Liverpool,,,21.5148269,-104.922994,Tepic,Nayarit,CED001,0429306248,bronze,150
Calle Liverpool,,,19.5488787,-99.2182794,Tlalnepantla,Mexico,CED001,0384805702,bronze,150
Calle Liverpool,,,20.678722,-101.3667902,Irapuato,Guanajuato,CED001,0253553456,silver,150
Calle Liverpool,,,20.6963885,-101.3646962,Irapuato,Guanajuato,CED001,0585817297,silver,150
Bodegas Liverpool,,,19.2731179,-103.6689919,Colima,Colima,CED001,0015376572,bronze,150
Calle Liverpool,,,20.5486971,-100.8971088,Colonia Fraccionamiento el Puente,Guanajuato,CED001,0664734206,bronze,150
Callejón Liverpool,,,23.1987816,-106.4270359,Mazatlan,Sinaloa,CED002,0367387413,gold,150
Corporativo Liverpool,,,19.3596303,-99.2760094,Cuajimalpa,Mexico City,CED001,0732671224,silver,150
Calle Liverpool,,,20.6232347,-100.4460261,Rancho Bellavista [Fraccionamiento],Queretaro,CED001,0819994262,silver,150
Calle Liverpool,,,20.6230168,-100.44597,Rancho Bellavista [Fraccionamiento],Queretaro,CED001,0487906123,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,17.0439648,-96.7160148,San Antonio de la Cal,Oaxaca,CED003,0903619888,gold,150
Calle Liverpool,,,19.7797432,-99.0041266,Paseos de San Juan,Mexico,CED001,0092201898,silver,150
Calle Liverpool,,,22.7402747,-102.4896312,Martinez Dominguez,Zacatecas,CED001,0116491895,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.6754572,-103.3471069,Guadalajara,Jalisco,CED001,0541253803,bronze,150
Calle Liverpool,,,25.7732965,-100.278307,San Nicolas de los Garza,Nuevo Leon,CED002,0605422248,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,32.6565107,-115.4764807,Calexico,California,CED002,0517501628,gold,150
Liverpool,,Mo-Su 11:00-21:00,21.4916448,-104.8653797,Tepic,Nayarit,CED001,0401650663,silver,150
Calle Liverpool,,,19.425163,-99.1622981,Cuauhtemoc,Mexico City,CED001,0789574880,gold,150
Avenida Liverpool,,,25.7672535,-103.2744247,Jaboncillo,Coahuila,CED002,0217768445,silver,150
Liverpool,,,25.7197631,-100.2178708,Guadalupe,Nuevo Leon,CED002,0392328305,bronze,150
Callejón Liverpool,,,25.6915577,-100.1156174,Loma la Paz,Nuevo Leon,CED002,0914613907,silver,150
Avenida Liverpool,,,25.7877108,-109.0318347,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0211545454,gold,150
Calle Puerto de Liverpool,,,20.6163559,-103.2876087,Tlaquepaque,Jalisco,CED001,0728909241,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.4687465,-97.4171496,Tehuacan,Puebla,CED001,0898027066,silver,150
Avenida Liverpool,,,25.7897268,-109.0304795,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0684173519,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,16.2331405,-95.2108846,La Noria,Oaxaca,CED003,0989488608,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.0703895,-98.1735718,San Sebastian de Aparicio,Puebla,CED001,0123761158,silver,150
Hotel Liverpool,,,19.43003,-99.124705,Mexico City,Mexico City,CED001,0910914432,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.3726482,-99.1788066,Colonia del Valle,Mexico City,CED001,0861250380,silver,150
Calle Liverpool,,,25.7911887,-100.3456278,General Escobedo,Nuevo Leon,CED002,0497870795,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,16.7452522,-93.0740287,Tuxtla Gutierrez,Chiapas,CED003,0165922465,silver,150
Liverpool,,Mo-Su 11:00-21:00,20.3853112,-100.0129104,Vista Hermosa (Cuasinada),Queretaro,CED001,0645060166,bronze,150
Calle Liverpool,,,20.5487499,-100.897205,Colonia Fraccionamiento el Puente,Guanajuato,CED001,0818872168,silver,150
Calle Liverpool,,,19.4238255,-99.1651574,Benito Juarez,Mexico City,CED001,0384280666,bronze,150
Calle Liverpool,,,19.4280174,-99.1562839,Cuauhtemoc,Mexico City,CED001,0736128876,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.8573181,-90.5215113,Campeche,Campeche,CED003,0675654273,bronze,150
Privada Río de Liverpool,,,19.5745204,-99.3232745,San Miguel Hila,Mexico,CED001,0081834743,bronze,150
Bodega Liverpool,,,19.4985644,-96.8332833,Jacarandas,Veracruz,CED001,0387100910,gold,150
Villa Liverpool,,,25.6360705,-100.1218847,Hector Caballero,Nuevo Leon,CED002,0369536290,bronze,150
Liverpool Cumbres,,,25.731052,-100.394909,Mitras Poniente,Nuevo Leon,CED002,0244755090,silver,150
Calle Liverpool,,,26.09184,-98.3339476,Reynosa,Tamaulipas,CED002,0247968439,gold,150
Circuito Villa Liverpool,,,20.5057228,-103.3364063,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0931794254,silver,150
Circuito Villa Liverpool,,,20.5052869,-103.337959,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0825460204,bronze,150
Circuito Villa Liverpool,,,20.5059046,-103.339591,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0970300646,bronze,150
Circuito Villa Liverpool,,,20.5063419,-103.3380389,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0874143464,silver,150
CDR Liverpool,,,22.0311066,-102.269134,Paseos de la Providencia [Fraccionamiento],Aguascalientes,CED001,0689295574,gold,150
Calle Liverpool,,,20.6386447,-100.2061529,Paseos del Marques,Queretaro,CED001,0680442038,bronze,150
Parque recreativo Liverpool,,,20.6963046,-101.3646553,Irapuato,Guanajuato,CED001,0499706439,silver,150
Calle Playa Liverpool,,,20.6245077,-101.6844342,Cueramaro,Guanajuato,CED001,0495137788,silver,150
Liverpool,,,25.8022076,-100.4888836,Valle de Lincoln,Nuevo Leon,CED002,0889383676,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,17.5152548,-99.4839462,Petaquillas,Guerrero,CED003,0003366837,gold,150
Restaurante Liverpool,,,17.514787,-99.4843635,Petaquillas,Guerrero,CED003,0640812303,silver,150
Privada Playa Liverpool,,,20.6248492,-101.6828227,Cueramaro,Guanajuato,CED001,0164366567,silver,150
Calle Liverpool,,,25.9126811,-100.1657718,Hacienda San Pedro,Nuevo Leon,CED002,0143417466,silver,150
Calle Liverpool,,,25.7376934,-100.3934631,Mitras Poniente,Nuevo Leon,CED002,0196005699,gold,150
Calle Liverpool,,,25.738396,-100.3932451,Mitras Poniente,Nuevo Leon,CED002,0815757465,silver,150
Calle Liverpool,,,25.7374865,-100.3931063,Mitras Poniente,Nuevo Leon,CED002,0587102916,silver,150
Privada Liverpool,,,25.7374308,-100.3921165,Mitras Poniente,Nuevo Leon,CED002,0997980488,gold,150
Calle Liverpool,,,25.7374453,-100.3929013,Mitras Poniente,Nuevo Leon,CED002,0940893181,silver,150
Calle Villa Liverpool,,,25.636302,-100.1229117,Hector Caballero,Nuevo Leon,CED002,0704744302,silver,150
Calle Villa Liverpool,,,25.6363844,-100.1231918,Hector Caballero,Nuevo Leon,CED002,0101384073,silver,150
Calle Liverpool,,,19.0783476,-98.1736052,San Sebastian de Aparicio,Puebla,CED001,0170057017,silver,150
Avenida Liverpool,,,25.7839221,-109.03447,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0953165780,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.5494074,-99.2735787,Ciudad Lopez Mateos,Mexico,CED001,0863116006,bronze,150
Calle Liverpool,,,19.5487392,-99.2176971,Tlalnepantla,Mexico,CED001,0296443501,bronze,150
Calle Liverpool,,,19.5500222,-99.217728,Tlalnepantla,Mexico,CED001,0340725816,gold,150
Calle Liverpool,,,19.1555369,-98.762495,Santo Tomas Atzingo,Mexico,CED001,0548421202,bronze,150
CDR Liverpool Aguascalientes,,,22.0303538,-102.2688209,Paseos de la Providencia [Fraccionamiento],Aguascalientes,CED001,0086858163,bronze,150
Liverpool,Liverpool,,25.575208,-100.2428826,Bosques de San Pedro,Nuevo Leon,CED002,0335665519,silver,150
Boulevard Liverpool,,,32.6320645,-115.5018063,Vinas del Sol,Baja California,CED002,0633790364,gold,150
Privada Liverpool,,,19.6972076,-98.762974,Otumba de Gomez Farias,Morelos,CED001,0889196281,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.8634188,-97.0979799,Orizaba,Veracruz,CED001,0178316089,bronze,150
CEDIS Liverpool,,,19.7124754,-99.1930546,San Jose del Puente,Mexico,CED001,0133913058,bronze,150
Liverpool,,Mo-Su 11:00-21:00,26.949961,-101.4135909,Monclova,Coahuila,CED002,0980142097,gold,150
Calle Liverpool,,,21.8740451,-102.3198584,La Loma de los Negritos,Aguascalientes,CED001,0826661563,silver,150
Privada Liverpool,,,18.9517301,-99.2224687,Cuernavaca,Morelos,CED001,0576922689,bronze,150
Calle Liverpool,,,19.4232202,-99.1663873,Benito Juarez,Mexico City,CED001,0757025361,gold,150
Calle Liverpool,,,19.5489342,-99.2186874,Tlalnepantla,Mexico,CED001,0513477945,gold,150
Calle Liverpool,,,19.5494044,-99.2178244,Tlalnepantla,Mexico,CED001,0437683947,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,22.2608569,-97.876573,Tampico,Tamaulipas,CED002,0721824649,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.6144539,-87.1008606,Playa del Carmen,Quintana Roo,CED003,0227892924,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.9501511,-97.4188185,Tuxpan de Rodriguez Cano,Veracruz,CED001,0314329690,gold,150
Liverpool,Liverpool,,20.6289563,-87.071002,Playa del Carmen,Quintana Roo,CED003,0603087600,silver,150
Privada Liverpool,,,18.9515047,-99.2225057,Cuernavaca,Morelos,CED001,0751755110,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.0263472,-102.277176,Romero de Guzman,Michoacan,CED001,0462314735,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.583888,-101.2300842,Salamanca,Guanajuato,CED001,0585403139,bronze,150
Calle Liverpool,,,21.8755814,-102.3197397,La Loma de los Negritos,Aguascalientes,CED001,0153930749,bronze,150
CEDIS LIVERPOOL Prologis,,,25.7837722,-100.1740051,Apodaca,Nuevo Leon,CED002,0210575930,bronze,150
Liverpool,,,16.7736324,-99.7770717,10 de Abril,Guerrero,CED003,0852897726,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,32.5142017,-116.9672051,Tijuana,Baja California,CED002,0990005122,bronze,150
Avenida Liverpool,,,25.7907455,-109.0297815,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0435342008,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.888897,-96.9472357,Cordoba,Veracruz,CED001,0199053408,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,14.8937193,-92.2746166,Tapachula,Chiapas,CED003,0359150050,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,17.6483761,-101.5493643,Ixtapa-Zihuatanejo,Guerrero,CED003,0362837346,gold,150
Calle Liverpool,,,19.4252793,-99.1620503,Cuauhtemoc,Mexico City,CED001,0404620817,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.3145914,-99.0771952,Iztapalapa,Mexico City,CED001,0711785210,gold,150
Calle Liverpool,,,19.4249321,-99.1627931,Cuauhtemoc,Mexico City,CED001,0757717664,bronze,150
Calle Liverpool,,,19.4235062,-99.1658398,Benito Juarez,Mexico City,CED001,0141279570,bronze,150
Calle Liverpool,,,19.4244315,-99.1638623,Benito Juarez,Mexico City,CED001,0371001131,silver,150
Calle Liverpool,,,19.4256072,-99.1613567,Cuauhtemoc,Mexico City,CED001,0108604609,silver,150
Calle Liverpool,,,19.42669,-99.1590755,Cuauhtemoc,Mexico City,CED001,0820205194,gold,150
Calle Liverpool,,,19.4261077,-99.1603001,Cuauhtemoc,Mexico City,CED001,0135737443,silver,150
Calle Liverpool,,,19.427318,-99.1577548,Cuauhtemoc,Mexico City,CED001,0979140563,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.3824609,-99.0830384,Iztacalco,Mexico City,CED001,0632497216,bronze,150
Cedis Liverpool,,,18.8467399,-99.1959724,Emiliano Zapata,Morelos,CED001,0853767554,silver,150
Avenida Liverpool,,,25.7896412,-109.0305328,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0937602202,silver,150
Avenida Liverpool,,,25.7895539,-109.0305858,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0811977983,silver,150
Avenida Liverpool,,,25.7893994,-109.0306796,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0036696898,gold,150
Centro de distibucion de Liverpool,,,19.5903076,-99.1812595,Buenavista,Mexico,CED001,0633153829,silver,150
Liverpool,,Mo-Su 10:00-20:00,21.5102903,-104.8917244,Tepic,Nayarit,CED001,0525848747,silver,150
Coppel,Coppel,Mo-Sa 08:30-20:00,18.1425787,-94.4748728,Coatzacoalcos,Veracruz,CED001,0966537489,gold,150
Coppel,Coppel,,19.3200614,-98.2362785,Acxotla del Rio,Tlaxcala,CED001,0917145147,bronze,150
Coppel,,,25.4345536,-101.0055119,Saltillo,Coahuila,CED002,0262575876,silver,150
Coppel,Coppel,,19.5259259,-96.931094,Xalapa de Enriquez,Veracruz,CED001,0617813549,silver,150
Mercado Soriana / Coppel,,,25.5345058,-103.2512891,Matamoros,Coahuila,CED002,0849321529,silver,150
Coppel,,,25.7104361,-100.261755,Guadalupe,Nuevo Leon,CED002,0615498771,bronze,150
Coppel,,,19.5316596,-101.6108986,Patzcuaro,Michoacan,CED001,0510914889,bronze,150
Coppel,,,32.6518078,-115.3773836,Islas Agrarias Grupo A,Baja California,CED002,0587898154,silver,150
Coppel,Coppel,,21.9668398,-98.9997025,Ciudad Valles,San Luis Potosi,CED001,0559572971,gold,150
Coppel Tacubaya,,,19.4034393,-99.1871765,Polanco,Mexico City,CED001,0602470536,silver,150
Coppel Buenavista,,,19.4400295,-99.1549951,Cuauhtemoc,Mexico City,CED001,0919518136,bronze,150
Coppel,,,20.0582583,-99.3332028,San Marcos,Hidalgo,CED001,0128928764,silver,150
Calle Blázquez Coppel,,,23.7309864,-99.1133331,Ciudad Victoria,Tamaulipas,CED002,0693580007,silver,150
Coppel,Coppel,,20.519763,-100.8102978,Celaya,Guanajuato,CED001,0689028039,bronze,150
Avenida Ernesto Coppel Campaña,,,23.3508834,-106.4920372,El Habal,Sinaloa,CED002,0687659529,silver,150
Coppel,,,23.2229577,-106.4189392,Mazatlan,Sinaloa,CED002,0775802607,bronze,150
Coppel Santa Rosa,,,23.2591012,-106.4064871,Mazatlan,Sinaloa,CED002,0420568322,silver,150
Coppel,Coppel,,25.7585896,-103.000968,San Pedro de Las Colonias,Coahuila,CED002,0874296567,silver,150
Coppel,Coppel,,24.7981244,-107.3935879,Culiacan,Sinaloa,CED002,0626735767,bronze,150
Coppel Los Mangos,,,23.2565,-106.4239956,Mazatlan,Sinaloa,CED002,0403543717,gold,150
Coppel,,,20.5484253,-100.6911389,Apaseo el Grande,Guanajuato,CED001,0966633535,silver,150
Coppel,,,25.5071337,-103.4019732,Torreon,Coahuila,CED002,0322168478,bronze,150
Coppel,Coppel,,17.9697579,-102.2105026,Ciudad Lazaro Cardenas,Michoacan,CED001,0531218315,silver,150
Coppel,Coppel,,19.4861101,-99.0498606,Gustavo A. Madero,Mexico City,CED001,0071611115,silver,150
Coppel,Coppel,,19.4097441,-98.9282764,Santa Martha,Mexico,CED001,0516950101,silver,150
Coppel,Coppel,,17.957644,-102.1944835,Ciudad Lazaro Cardenas,Michoacan,CED001,0798875849,gold,150
Coppel,Coppel,,17.955198,-94.9195513,Acayucan,Veracruz,CED001,0219730907,silver,150
Coppel,Coppel,,19.3032459,-99.055024,Iztapalapa,Mexico City,CED001,0023059612,silver,150
COPPEL,,,28.4069643,-106.8648999,Cuauhtemoc,Chihuahua,CED002,0839375690,silver,150
Coppel,Coppel,,24.8008331,-107.3912004,Culiacan,Sinaloa,CED002,0131436973,bronze,150
Coppel,Coppel,,21.4968646,-104.8829558,Tepic,Nayarit,CED001,0289561629,bronze,150
Coppel,,,19.9575647,-99.5329371,Jilotepec de Molina Enriquez,Mexico,CED001,0308475969,gold,150
Coppel,,,19.000364,-98.2308107,Puebla,Puebla,CED001,0060067281,gold,150
Coppel,Coppel,9:30 - 20:00,19.8253799,-90.5344296,Campeche,Campeche,CED003,0771400934,gold,150
Coppel,Coppel,,21.9857181,-99.016362,Ciudad Valles,San Luis Potosi,CED001,0297183181,bronze,150
Coppel,Coppel,,20.5470222,-104.0466523,Ameca,Jalisco,CED001,0194720948,silver,150
Coppel Peralvillo,Coppel,,19.4535188,-99.1293766,Cuauhtemoc,Mexico City,CED001,0016645372,bronze,150
Coppel,,,19.6475912,-99.2078219,Cuautitlan Izcalli,Mexico,CED001,0830087164,silver,150
Coppel,,,25.3669866,-108.1534252,Angostura,Sinaloa,CED002,0654031414,bronze,150
